,0,1
0,Target,file_name
963,2,1723|2000- 2.png
964,26,1995|2000- 26.png
965,17,903|2000- 17.png
966,10,179|2000- 10.png
967,44,1091|2000- 44.png
968,45,106|2000- 45.png
969,2,477|2000- 2.png
970,17,1|2000- 17.png
971,17,394|2000- 17.png
972,36,21|2000- 36.png
973,34,1200|2000- 34.png
974,29,1761|2000- 29.png
975,10,649|2000- 10.png
976,44,1607|2000- 44.png
977,40,1606|2000- 40.png
978,1,1053|2000- 1.png
979,44,913|2000- 44.png
980,12,628|2000- 12.png
981,39,948|2000- 39.png
982,20,1309|2000- 20.png
983,27,55|2000- 27.png
984,38,351|2000- 38.png
985,16,1064|2000- 16.png
986,12,1585|2000- 12.png
987,12,1226|2000- 12.png
988,49,1507|2000- 49.png
989,30,1041|2000- 30.png
990,4,1854|2000- 4.png
991,19,1885|2000- 19.png
992,34,1953|2000- 34.png
993,8,209|2000- 8.png
994,15,1136|2000- 15.png
995,8,869|2000- 8.png
996,4,1523|2000- 4.png
997,9,1823|2000- 9.png
998,6,1963|2000- 6.png
999,33,1115|2000- 33.png
1000,6,1653|2000- 6.png
1001,4,534|2000- 4.png
1002,10,779|2000- 10.png
1003,7,917|2000- 7.png
1004,20,490|2000- 20.png
1005,4,671|2000- 4.png
1006,16,193|2000- 16.png
1007,16,1045|2000- 16.png
1008,34,96|2000- 34.png
1009,24,1638|2000- 24.png
1010,37,1150|2000- 37.png
1011,42,134|2000- 42.png
1012,2,1121|2000- 2.png
1013,6,1568|2000- 6.png
1014,45,360|2000- 45.png
1015,0,109|2000- 0.png
1016,26,980|2000- 26.png
1017,43,1901|2000- 43.png
1018,27,369|2000- 27.png
1019,36,626|2000- 36.png
1020,41,83|2000- 41.png
1021,35,139|2000- 35.png
1022,29,308|2000- 29.png
1023,35,1299|2000- 35.png
1024,3,1988|2000- 3.png
1025,25,1594|2000- 25.png
1026,26,867|2000- 26.png
1027,18,1338|2000- 18.png
1028,7,657|2000- 7.png
1029,22,1321|2000- 22.png
1030,1,1501|2000- 1.png
1031,3,985|2000- 3.png
1032,41,1729|2000- 41.png
1033,10,466|2000- 10.png
1034,3,1447|2000- 3.png
1035,13,10|2000- 13.png
1036,36,18|2000- 36.png
1037,8,216|2000- 8.png
1038,7,67|2000- 7.png
1039,35,1401|2000- 35.png
1040,33,222|2000- 33.png
1041,6,930|2000- 6.png
1042,2,1127|2000- 2.png
1043,7,103|2000- 7.png
1044,8,859|2000- 8.png
1045,21,1776|2000- 21.png
1046,0,1557|2000- 0.png
1047,32,1078|2000- 32.png
1048,19,551|2000- 19.png
1049,45,1762|2000- 45.png
1050,36,1461|2000- 36.png
1051,38,664|2000- 38.png
1052,46,934|2000- 46.png
1053,19,201|2000- 19.png
1054,18,592|2000- 18.png
1055,15,59|2000- 15.png
1056,24,1063|2000- 24.png
1057,39,138|2000- 39.png
1058,23,288|2000- 23.png
1059,21,383|2000- 21.png
1060,1,399|2000- 1.png
1061,11,1140|2000- 11.png
1062,49,1712|2000- 49.png
1063,6,1443|2000- 6.png
1064,11,285|2000- 11.png
1065,10,1074|2000- 10.png
1066,8,586|2000- 8.png
1067,34,15|2000- 34.png
1068,33,1542|2000- 33.png
1069,16,1954|2000- 16.png
1070,11,1448|2000- 11.png
1071,15,745|2000- 15.png
1072,42,90|2000- 42.png
1073,34,353|2000- 34.png
1074,0,796|2000- 0.png
1075,39,1553|2000- 39.png
1076,14,1844|2000- 14.png
1077,14,1709|2000- 14.png
1078,23,218|2000- 23.png
1079,42,1331|2000- 42.png
1080,7,742|2000- 7.png
1081,14,756|2000- 14.png
1082,48,69|2000- 48.png
1083,26,1285|2000- 26.png
1084,17,1530|2000- 17.png
1085,37,1122|2000- 37.png
1086,4,80|2000- 4.png
1087,29,765|2000- 29.png
1088,46,1997|2000- 46.png
1089,17,527|2000- 17.png
1090,22,1580|2000- 22.png
1091,22,1986|2000- 22.png
1092,48,1957|2000- 48.png
1093,21,252|2000- 21.png
1094,5,427|2000- 5.png
1095,20,665|2000- 20.png
1096,3,1056|2000- 3.png
1097,11,1903|2000- 11.png
1098,15,839|2000- 15.png
1099,41,1278|2000- 41.png
1100,36,1765|2000- 36.png
1101,23,1218|2000- 23.png
1102,44,1083|2000- 44.png
1103,17,31|2000- 17.png
1104,34,265|2000- 34.png
1105,33,734|2000- 33.png
1106,27,404|2000- 27.png
1107,49,243|2000- 49.png
1108,15,152|2000- 15.png
1109,8,1920|2000- 8.png
1110,8,1972|2000- 8.png
1111,37,401|2000- 37.png
1112,5,1296|2000- 5.png
1113,13,517|2000- 13.png
1114,36,1685|2000- 36.png
1115,22,979|2000- 22.png
1116,23,105|2000- 23.png
1117,1,1730|2000- 1.png
1118,40,1777|2000- 40.png
1119,13,428|2000- 13.png
1120,31,497|2000- 31.png
1121,7,1160|2000- 7.png
1122,14,691|2000- 14.png
1123,1,1996|2000- 1.png
1124,42,1741|2000- 42.png
1125,22,343|2000- 22.png
1126,3,304|2000- 3.png
1127,22,936|2000- 22.png
1128,35,1069|2000- 35.png
1129,26,658|2000- 26.png
1130,23,607|2000- 23.png
1131,40,770|2000- 40.png
1132,33,1245|2000- 33.png
1133,10,1648|2000- 10.png
1134,23,1422|2000- 23.png
1135,28,890|2000- 28.png
1136,25,1962|2000- 25.png
1137,31,531|2000- 31.png
1138,32,1014|2000- 32.png
1139,7,1940|2000- 7.png
1140,12,259|2000- 12.png
1141,29,1545|2000- 29.png
1142,42,409|2000- 42.png
1143,27,1399|2000- 27.png
1144,48,768|2000- 48.png
1145,32,893|2000- 32.png
1146,35,125|2000- 35.png
1147,22,267|2000- 22.png
1148,19,1151|2000- 19.png
1149,41,872|2000- 41.png
1150,13,1411|2000- 13.png
1151,49,156|2000- 49.png
1152,22,1764|2000- 22.png
1153,42,19|2000- 42.png
1154,31,1346|2000- 31.png
1155,1,1503|2000- 1.png
1156,28,1517|2000- 28.png
1157,24,1229|2000- 24.png
1158,37,158|2000- 37.png
1159,27,93|2000- 27.png
1160,39,100|2000- 39.png
1161,34,1277|2000- 34.png
1162,5,1740|2000- 5.png
1163,28,482|2000- 28.png
1164,47,1455|2000- 47.png
1165,48,1722|2000- 48.png
1166,32,1643|2000- 32.png
1167,17,1421|2000- 17.png
1168,3,907|2000- 3.png
1169,46,687|2000- 46.png
1170,39,1715|2000- 39.png
1171,19,98|2000- 19.png
1172,7,1635|2000- 7.png
1173,0,1521|2000- 0.png
1174,6,422|2000- 6.png
1175,31,63|2000- 31.png
1176,47,810|2000- 47.png
1177,12,29|2000- 12.png
1178,46,334|2000- 46.png
1179,30,690|2000- 30.png
1180,5,994|2000- 5.png
1181,8,767|2000- 8.png
1182,25,1969|2000- 25.png
1183,13,854|2000- 13.png
1184,16,129|2000- 16.png
1185,1,418|2000- 1.png
1186,30,1632|2000- 30.png
1187,30,1164|2000- 30.png
1188,23,1462|2000- 23.png
1189,17,512|2000- 17.png
1190,40,831|2000- 40.png
1191,31,904|2000- 31.png
1192,49,1488|2000- 49.png
1193,28,997|2000- 28.png
1194,49,372|2000- 49.png
1195,49,1766|2000- 49.png
1196,13,1190|2000- 13.png
1197,46,423|2000- 46.png
1198,48,1672|2000- 48.png
1199,22,1748|2000- 22.png
1200,37,1300|2000- 37.png
1201,4,1087|2000- 4.png
1202,24,1783|2000- 24.png
1203,39,1353|2000- 39.png
1204,42,312|2000- 42.png
1205,34,33|2000- 34.png
1206,22,1911|2000- 22.png
1207,29,1649|2000- 29.png
1208,36,165|2000- 36.png
1209,46,1388|2000- 46.png
1210,13,1308|2000- 13.png
1211,28,955|2000- 28.png
1212,6,1479|2000- 6.png
1213,25,634|2000- 25.png
1214,46,1818|2000- 46.png
1215,24,1040|2000- 24.png
1216,43,84|2000- 43.png
1217,5,1505|2000- 5.png
1218,42,911|2000- 42.png
1219,3,929|2000- 3.png
1220,4,1474|2000- 4.png
1221,11,815|2000- 11.png
1222,21,1516|2000- 21.png
1223,15,61|2000- 15.png
1224,38,836|2000- 38.png
1225,21,1784|2000- 21.png
1226,9,178|2000- 9.png
1227,44,1307|2000- 44.png
1228,34,1645|2000- 34.png
1229,11,314|2000- 11.png
1230,18,821|2000- 18.png
1231,1,1126|2000- 1.png
1232,22,853|2000- 22.png
1233,6,26|2000- 6.png
1234,33,1868|2000- 33.png
1235,6,1879|2000- 6.png
1236,6,1357|2000- 6.png
1237,44,1659|2000- 44.png
1238,32,715|2000- 32.png
1239,0,698|2000- 0.png
1240,14,1965|2000- 14.png
1241,49,569|2000- 49.png
1242,41,727|2000- 41.png
1243,21,1254|2000- 21.png
1244,1,605|2000- 1.png
1245,33,1908|2000- 33.png
1246,39,1616|2000- 39.png
1247,16,1438|2000- 16.png
1248,11,597|2000- 11.png
1249,29,292|2000- 29.png
1250,2,1826|2000- 2.png
1251,38,731|2000- 38.png
1252,40,249|2000- 40.png
1253,13,30|2000- 13.png
1254,31,1797|2000- 31.png
1255,35,1177|2000- 35.png
1256,40,277|2000- 40.png
1257,5,999|2000- 5.png
1258,19,809|2000- 19.png
1259,7,559|2000- 7.png
1260,3,777|2000- 3.png
1261,29,198|2000- 29.png
1262,5,1393|2000- 5.png
1263,37,577|2000- 37.png
1264,46,565|2000- 46.png
1265,8,3|2000- 8.png
1266,16,1575|2000- 16.png
1267,12,13|2000- 12.png
1268,9,573|2000- 9.png
1269,32,1423|2000- 32.png
1270,16,1665|2000- 16.png
1271,13,846|2000- 13.png
1272,36,1016|2000- 36.png
1273,13,1878|2000- 13.png
1274,25,960|2000- 25.png
1275,46,1856|2000- 46.png
1276,8,760|2000- 8.png
1277,9,1310|2000- 9.png
1278,47,1362|2000- 47.png
1279,32,504|2000- 32.png
1280,9,94|2000- 9.png
1281,5,1156|2000- 5.png
1282,12,1274|2000- 12.png
1283,35,712|2000- 35.png
1284,42,689|2000- 42.png
1285,21,229|2000- 21.png
1286,28,908|2000- 28.png
1287,35,1363|2000- 35.png
1288,23,524|2000- 23.png
1289,27,1829|2000- 27.png
1290,17,983|2000- 17.png
1291,37,1634|2000- 37.png
1292,38,1444|2000- 38.png
1293,7,1577|2000- 7.png
1294,23,1847|2000- 23.png
1295,20,975|2000- 20.png
1296,43,1805|2000- 43.png
1297,45,1380|2000- 45.png
1298,28,1332|2000- 28.png
1299,31,838|2000- 31.png
1300,39,1489|2000- 39.png
1301,19,1119|2000- 19.png
1302,21,946|2000- 21.png
1303,36,1163|2000- 36.png
1304,10,1717|2000- 10.png
1305,26,1980|2000- 26.png
1306,47,1038|2000- 47.png
1307,0,1368|2000- 0.png
1308,19,233|2000- 19.png
1309,3,1327|2000- 3.png
1310,36,990|2000- 36.png
1311,24,1647|2000- 24.png
1312,49,1877|2000- 49.png
1313,27,1155|2000- 27.png
1314,14,1778|2000- 14.png
1315,28,303|2000- 28.png
1316,41,992|2000- 41.png
1317,5,238|2000- 5.png
1318,4,1075|2000- 4.png
1319,17,949|2000- 17.png
1320,5,1688|2000- 5.png
1321,12,1294|2000- 12.png
1322,23,424|2000- 23.png
1323,44,217|2000- 44.png
1324,34,75|2000- 34.png
1325,21,818|2000- 21.png
1326,37,124|2000- 37.png
1327,17,1129|2000- 17.png
1328,47,278|2000- 47.png
1329,4,336|2000- 4.png
1330,34,1249|2000- 34.png
1331,8,1434|2000- 8.png
1332,2,1564|2000- 2.png
1333,15,611|2000- 15.png
1334,45,666|2000- 45.png
1335,37,714|2000- 37.png
1336,25,283|2000- 25.png
1337,0,558|2000- 0.png
1338,32,1584|2000- 32.png
1339,40,1410|2000- 40.png
1340,20,342|2000- 20.png
1341,41,995|2000- 41.png
1342,19,1139|2000- 19.png
1343,45,346|2000- 45.png
1344,15,675|2000- 15.png
1345,27,1998|2000- 27.png
1346,31,402|2000- 31.png
1347,35,1661|2000- 35.png
1348,8,1270|2000- 8.png
1349,38,1820|2000- 38.png
1350,45,981|2000- 45.png
1351,16,1242|2000- 16.png
1352,42,685|2000- 42.png
1353,9,1079|2000- 9.png
1354,34,575|2000- 34.png
1355,21,1086|2000- 21.png
1356,20,176|2000- 20.png
1357,47,696|2000- 47.png
1358,22,1680|2000- 22.png
1359,20,494|2000- 20.png
1360,39,797|2000- 39.png
1361,43,1518|2000- 43.png
1362,10,1828|2000- 10.png
1363,43,820|2000- 43.png
1364,13,1272|2000- 13.png
1365,21,73|2000- 21.png
1366,33,255|2000- 33.png
1367,23,973|2000- 23.png
1368,48,348|2000- 48.png
1369,7,1439|2000- 7.png
1370,14,1235|2000- 14.png
1371,7,251|2000- 7.png
1372,30,1565|2000- 30.png
1373,21,1036|2000- 21.png
1374,28,1313|2000- 28.png
1375,27,1979|2000- 27.png
1376,17,322|2000- 17.png
1377,12,1103|2000- 12.png
1378,28,842|2000- 28.png
1379,4,1888|2000- 4.png
1380,43,984|2000- 43.png
1381,15,542|2000- 15.png
1382,16,498|2000- 16.png
1383,19,1754|2000- 19.png
1384,39,883|2000- 39.png
1385,37,1258|2000- 37.png
1386,41,1449|2000- 41.png
1387,11,1358|2000- 11.png
1388,48,245|2000- 48.png
1389,6,1111|2000- 6.png
1390,16,623|2000- 16.png
1391,18,701|2000- 18.png
1392,41,792|2000- 41.png
1393,38,1799|2000- 38.png
1394,42,1865|2000- 42.png
1395,45,669|2000- 45.png
1396,41,1116|2000- 41.png
1397,34,1484|2000- 34.png
1398,22,50|2000- 22.png
1399,21,1726|2000- 21.png
1400,34,364|2000- 34.png
1401,11,1802|2000- 11.png
1402,22,1493|2000- 22.png
1403,40,487|2000- 40.png
1404,35,471|2000- 35.png
1405,34,143|2000- 34.png
1406,35,48|2000- 35.png
1407,48,1297|2000- 48.png
1408,15,805|2000- 15.png
1409,20,958|2000- 20.png
1410,45,1047|2000- 45.png
1411,38,1251|2000- 38.png
1412,43,115|2000- 43.png
1413,17,1789|2000- 17.png
1414,7,17|2000- 7.png
1415,27,1867|2000- 27.png
1416,14,1169|2000- 14.png
1417,25,561|2000- 25.png
1418,49,447|2000- 49.png
1419,4,899|2000- 4.png
1420,13,66|2000- 13.png
1421,19,116|2000- 19.png
1422,23,837|2000- 23.png
1423,2,484|2000- 2.png
1424,30,1384|2000- 30.png
1425,43,1062|2000- 43.png
1426,48,493|2000- 48.png
1427,39,1767|2000- 39.png
1428,41,53|2000- 41.png
1429,35,520|2000- 35.png
1430,0,576|2000- 0.png
1431,21,1186|2000- 21.png
1432,25,1694|2000- 25.png
1433,25,1519|2000- 25.png
1434,23,1227|2000- 23.png
1435,45,1658|2000- 45.png
1436,24,1897|2000- 24.png
1437,41,1490|2000- 41.png
1438,41,426|2000- 41.png
1439,45,147|2000- 45.png
1440,9,175|2000- 9.png
1441,12,1674|2000- 12.png
1442,42,1700|2000- 42.png
1443,45,1853|2000- 45.png
1444,36,1966|2000- 36.png
1445,25,41|2000- 25.png
1446,18,943|2000- 18.png
1447,1,1663|2000- 1.png
1448,49,532|2000- 49.png
1449,13,457|2000- 13.png
1450,44,1825|2000- 44.png
1451,13,1813|2000- 13.png
1452,24,1496|2000- 24.png
1453,44,1769|2000- 44.png
1454,38,141|2000- 38.png
1455,6,1217|2000- 6.png
1456,24,789|2000- 24.png
1457,19,1370|2000- 19.png
1458,40,1398|2000- 40.png
1459,2,445|2000- 2.png
1460,37,117|2000- 37.png
1461,24,92|2000- 24.png
1462,38,672|2000- 38.png
1463,48,1817|2000- 48.png
1464,47,431|2000- 47.png
1465,24,1781|2000- 24.png
1466,33,653|2000- 33.png
1467,10,333|2000- 10.png
1468,3,1686|2000- 3.png
1469,29,528|2000- 29.png
1470,26,1630|2000- 26.png
1471,34,155|2000- 34.png
1472,26,1428|2000- 26.png
1473,43,1928|2000- 43.png
1474,15,385|2000- 15.png
1475,38,133|2000- 38.png
1476,39,660|2000- 39.png
1477,48,1589|2000- 48.png
1478,24,269|2000- 24.png
1479,26,947|2000- 26.png
1480,17,1268|2000- 17.png
1481,44,279|2000- 44.png
1482,16,582|2000- 16.png
1483,14,153|2000- 14.png
1484,5,371|2000- 5.png
1485,11,1639|2000- 11.png
1486,34,268|2000- 34.png
1487,5,110|2000- 5.png
1488,30,1673|2000- 30.png
1489,14,131|2000- 14.png
1490,17,76|2000- 17.png
1491,27,1030|2000- 27.png
1492,32,829|2000- 32.png
1493,7,811|2000- 7.png
1494,4,743|2000- 4.png
1495,9,1703|2000- 9.png
1496,30,1173|2000- 30.png
1497,13,1677|2000- 13.png
1498,14,1721|2000- 14.png
1499,40,184|2000- 40.png
1500,16,433|2000- 16.png
1501,42,1528|2000- 42.png
1502,30,1034|2000- 30.png
1503,32,1081|2000- 32.png
1504,12,436|2000- 12.png
1505,14,833|2000- 14.png
1506,27,1417|2000- 27.png
1507,8,440|2000- 8.png
1508,35,488|2000- 35.png
1509,14,722|2000- 14.png
1510,9,1610|2000- 9.png
1511,35,1093|2000- 35.png
1512,16,362|2000- 16.png
1513,38,1890|2000- 38.png
1514,24,549|2000- 24.png
1515,1,306|2000- 1.png
1516,33,1708|2000- 33.png
1517,19,1970|2000- 19.png
1518,38,1931|2000- 38.png
1519,14,974|2000- 14.png
1520,38,1494|2000- 38.png
1521,12,1666|2000- 12.png
1522,26,1984|2000- 26.png
1523,20,1811|2000- 20.png
1524,11,496|2000- 11.png
1525,15,107|2000- 15.png
1526,18,957|2000- 18.png
1527,22,1808|2000- 22.png
1528,24,1675|2000- 24.png
1529,27,1212|2000- 27.png
1530,4,1543|2000- 4.png
1531,0,181|2000- 0.png
1532,39,1989|2000- 39.png
1533,21,1024|2000- 21.png
1534,34,1222|2000- 34.png
1535,39,884|2000- 39.png
1536,48,1725|2000- 48.png
1537,20,817|2000- 20.png
1538,18,1039|2000- 18.png
1539,43,88|2000- 43.png
1540,24,1475|2000- 24.png
1541,8,1993|2000- 8.png
1542,44,1192|2000- 44.png
1543,47,804|2000- 47.png
1544,3,954|2000- 3.png
1545,0,1570|2000- 0.png
1546,30,1872|2000- 30.png
1547,44,473|2000- 44.png
1548,10,539|2000- 10.png
1549,19,1293|2000- 19.png
1550,25,1623|2000- 25.png
1551,37,1304|2000- 37.png
1552,2,1850|2000- 2.png
1553,21,344|2000- 21.png
1554,30,1128|2000- 30.png
1555,45,398|2000- 45.png
1556,30,363|2000- 30.png
1557,5,1061|2000- 5.png
1558,16,417|2000- 16.png
1559,24,1118|2000- 24.png
1560,44,1624|2000- 44.png
1561,11,1579|2000- 11.png
1562,16,579|2000- 16.png
1563,0,935|2000- 0.png
1564,38,39|2000- 38.png
1565,5,163|2000- 5.png
1566,31,1203|2000- 31.png
1567,32,706|2000- 32.png
1568,17,959|2000- 17.png
1569,49,1467|2000- 49.png
1570,47,272|2000- 47.png
1571,24,118|2000- 24.png
1572,36,495|2000- 36.png
1573,13,1502|2000- 13.png
1574,11,1035|2000- 11.png
1575,1,1404|2000- 1.png
1576,28,1907|2000- 28.png
1577,19,46|2000- 19.png
1578,6,832|2000- 6.png
1579,16,771|2000- 16.png
1580,29,1714|2000- 29.png
1581,13,1587|2000- 13.png
1582,48,1233|2000- 48.png
1583,20,557|2000- 20.png
1584,35,437|2000- 35.png
1585,3,728|2000- 3.png
1586,25,1460|2000- 25.png
1587,21,735|2000- 21.png
1588,31,1018|2000- 31.png
1589,8,1412|2000- 8.png
1590,27,521|2000- 27.png
1591,10,953|2000- 10.png
1592,6,536|2000- 6.png
1593,44,783|2000- 44.png
1594,41,1281|2000- 41.png
1595,27,1210|2000- 27.png
1596,40,1433|2000- 40.png
1597,20,1275|2000- 20.png
1598,35,888|2000- 35.png
1599,47,670|2000- 47.png
1600,46,693|2000- 46.png
1601,43,95|2000- 43.png
1602,31,1085|2000- 31.png
1603,38,1180|2000- 38.png
1604,46,32|2000- 46.png
1605,8,1006|2000- 8.png
1606,44,868|2000- 44.png
1607,36,1951|2000- 36.png
1608,16,1738|2000- 16.png
1609,29,223|2000- 29.png
1610,22,1187|2000- 22.png
1611,13,340|2000- 13.png
1612,4,932|2000- 4.png
1613,35,1571|2000- 35.png
1614,29,1786|2000- 29.png
1615,15,1049|2000- 15.png
1616,12,1936|2000- 12.png
1617,15,1644|2000- 15.png
1618,26,1655|2000- 26.png
1619,18,627|2000- 18.png
1620,40,1328|2000- 40.png
1621,37,1555|2000- 37.png
1622,11,1588|2000- 11.png
1623,13,1870|2000- 13.png
1624,3,1948|2000- 3.png
1625,43,604|2000- 43.png
1626,24,1768|2000- 24.png
1627,10,1572|2000- 10.png
1628,19,301|2000- 19.png
1629,35,1107|2000- 35.png
1630,45,416|2000- 45.png
1631,23,1250|2000- 23.png
1632,44,1687|2000- 44.png
1633,36,967|2000- 36.png
1634,37,866|2000- 37.png
1635,27,468|2000- 27.png
1636,21,956|2000- 21.png
1637,24,761|2000- 24.png
1638,39,1037|2000- 39.png
1639,46,408|2000- 46.png
1640,44,1609|2000- 44.png
1641,16,1427|2000- 16.png
1642,47,1451|2000- 47.png
1643,12,1857|2000- 12.png
1644,10,1619|2000- 10.png
1645,21,14|2000- 21.png
1646,42,1945|2000- 42.png
1647,31,481|2000- 31.png
1648,11,834|2000- 11.png
1649,42,553|2000- 42.png
1650,14,261|2000- 14.png
1651,46,1269|2000- 46.png
1652,19,915|2000- 19.png
1653,6,707|2000- 6.png
1654,33,166|2000- 33.png
1655,31,766|2000- 31.png
1656,29,444|2000- 29.png
1657,47,1477|2000- 47.png
1658,25,637|2000- 25.png
1659,6,1027|2000- 6.png
1660,8,896|2000- 8.png
1661,5,180|2000- 5.png
1662,2,801|2000- 2.png
1663,0,177|2000- 0.png
1664,33,1773|2000- 33.png
1665,0,700|2000- 0.png
1666,48,1414|2000- 48.png
1667,44,1905|2000- 44.png
1668,18,952|2000- 18.png
1669,43,1174|2000- 43.png
1670,30,807|2000- 30.png
1671,33,879|2000- 33.png
1672,25,1733|2000- 25.png
1673,43,1551|2000- 43.png
1674,30,1237|2000- 30.png
1675,40,1303|2000- 40.png
1676,34,1198|2000- 34.png
1677,39,172|2000- 39.png
1678,7,413|2000- 7.png
1679,47,310|2000- 47.png
1680,41,1495|2000- 41.png
1681,10,374|2000- 10.png
1682,45,615|2000- 45.png
1683,32,914|2000- 32.png
1684,46,919|2000- 46.png
1685,20,1938|2000- 20.png
1686,49,1317|2000- 49.png
1687,23,56|2000- 23.png
1688,24,1504|2000- 24.png
1689,9,1445|2000- 9.png
1690,34,1689|2000- 34.png
1691,13,1834|2000- 13.png
1692,0,1189|2000- 0.png
1693,20,614|2000- 20.png
1694,42,682|2000- 42.png
1695,46,515|2000- 46.png
1696,17,1025|2000- 17.png
1697,10,1154|2000- 10.png
1698,33,1932|2000- 33.png
1699,19,257|2000- 19.png
1700,7,695|2000- 7.png
1701,49,1552|2000- 49.png
1702,22,1379|2000- 22.png
1703,49,1143|2000- 49.png
1704,32,126|2000- 32.png
1705,36,464|2000- 36.png
1706,37,680|2000- 37.png
1707,35,287|2000- 35.png
1708,4,1134|2000- 4.png
1709,15,1992|2000- 15.png
1710,42,1312|2000- 42.png
1711,2,89|2000- 2.png
1712,20,1566|2000- 20.png
1713,1,1787|2000- 1.png
1714,47,27|2000- 47.png
1715,8,220|2000- 8.png
1716,4,25|2000- 4.png
1717,28,1216|2000- 28.png
1718,35,1287|2000- 35.png
1719,18,667|2000- 18.png
1720,15,1228|2000- 15.png
1721,32,1109|2000- 32.png
1722,9,1349|2000- 9.png
1723,21,772|2000- 21.png
1724,27,530|2000- 27.png
1725,37,1792|2000- 37.png
1726,1,1002|2000- 1.png
1727,31,1608|2000- 31.png
1728,46,972|2000- 46.png
1729,16,28|2000- 16.png
1730,29,1430|2000- 29.png
1731,30,608|2000- 30.png
1732,15,773|2000- 15.png
1733,9,1617|2000- 9.png
1734,12,1763|2000- 12.png
1735,38,1720|2000- 38.png
1736,8,1515|2000- 8.png
1737,33,594|2000- 33.png
1738,43,1101|2000- 43.png
1739,35,500|2000- 35.png
1740,45,1137|2000- 45.png
1741,49,1654|2000- 49.png
1742,47,1315|2000- 47.png
1743,44,234|2000- 44.png
1744,27,302|2000- 27.png
1745,18,572|2000- 18.png
1746,27,535|2000- 27.png
1747,30,939|2000- 30.png
1748,23,1702|2000- 23.png
1749,25,808|2000- 25.png
1750,42,197|2000- 42.png
1751,1,461|2000- 1.png
1752,4,1282|2000- 4.png
1753,1,1563|2000- 1.png
1754,40,1221|2000- 40.png
1755,38,1473|2000- 38.png
1756,9,148|2000- 9.png
1757,12,1500|2000- 12.png
1758,40,1420|2000- 40.png
1759,37,354|2000- 37.png
1760,47,1727|2000- 47.png
1761,38,1925|2000- 38.png
1762,26,236|2000- 26.png
1763,29,1060|2000- 29.png
1764,15,327|2000- 15.png
1765,24,270|2000- 24.png
1766,36,459|2000- 36.png
1767,2,845|2000- 2.png
1768,15,851|2000- 15.png
1769,4,878|2000- 4.png
1770,13,778|2000- 13.png
1771,15,412|2000- 15.png
1772,27,211|2000- 27.png
1773,23,1916|2000- 23.png
1774,17,361|2000- 17.png
1775,16,759|2000- 16.png
1776,21,865|2000- 21.png
1777,26,1021|2000- 26.png
1778,45,1855|2000- 45.png
1779,17,599|2000- 17.png
1780,21,541|2000- 21.png
1781,40,189|2000- 40.png
1782,26,526|2000- 26.png
1783,45,533|2000- 45.png
1784,17,1482|2000- 17.png
1785,37,1567|2000- 37.png
1786,43,1539|2000- 43.png
1787,4,499|2000- 4.png
1788,43,9|2000- 43.png
1789,49,406|2000- 49.png
1790,12,824|2000- 12.png
1791,3,713|2000- 3.png
1792,16,1354|2000- 16.png
1793,49,190|2000- 49.png
1794,4,1113|2000- 4.png
1795,10,850|2000- 10.png
1796,26,827|2000- 26.png
1797,36,70|2000- 36.png
1798,39,127|2000- 39.png
1799,37,741|2000- 37.png
1800,34,1558|2000- 34.png
1801,14,1080|2000- 14.png
1802,15,1537|2000- 15.png
1803,18,1684|2000- 18.png
1804,31,620|2000- 31.png
1805,32,1707|2000- 32.png
1806,1,1838|2000- 1.png
1807,18,787|2000- 18.png
1808,47,739|2000- 47.png
1809,7,1267|2000- 7.png
1810,17,1719|2000- 17.png
1811,2,1453|2000- 2.png
1812,23,1910|2000- 23.png
1813,44,1889|2000- 44.png
1814,46,97|2000- 46.png
1815,11,901|2000- 11.png
1816,48,202|2000- 48.png
1817,0,294|2000- 0.png
1818,19,1454|2000- 19.png
1819,46,1013|2000- 46.png
1820,12,226|2000- 12.png
1821,48,937|2000- 48.png
1822,29,747|2000- 29.png
1823,48,744|2000- 48.png
1824,34,1999|2000- 34.png
1825,10,1214|2000- 10.png
1826,7,463|2000- 7.png
1827,9,432|2000- 9.png
1828,39,1351|2000- 39.png
1829,40,1084|2000- 40.png
1830,20,335|2000- 20.png
1831,49,647|2000- 49.png
1832,19,1133|2000- 19.png
1833,27,942|2000- 27.png
1834,22,1483|2000- 22.png
1835,18,1676|2000- 18.png
1836,43,598|2000- 43.png
1837,30,593|2000- 30.png
1838,39,764|2000- 39.png
1839,6,1320|2000- 6.png
1840,21,855|2000- 21.png
1841,4,1345|2000- 4.png
1842,45,546|2000- 45.png
1843,17,516|2000- 17.png
1844,41,1196|2000- 41.png
1845,29,673|2000- 29.png
1846,41,1873|2000- 41.png
1847,33,291|2000- 33.png
1848,45,543|2000- 45.png
1849,22,1238|2000- 22.png
1850,9,72|2000- 9.png
1851,49,843|2000- 49.png
1852,40,1622|2000- 40.png
1853,47,157|2000- 47.png
1854,40,42|2000- 40.png
1855,27,1633|2000- 27.png
1856,31,1497|2000- 31.png
1857,13,1059|2000- 13.png
1858,1,1145|2000- 1.png
1859,41,1205|2000- 41.png
1860,33,1418|2000- 33.png
1861,7,895|2000- 7.png
1862,25,1206|2000- 25.png
1863,35,755|2000- 35.png
1864,5,1625|2000- 5.png
1865,20,1794|2000- 20.png
1866,26,1437|2000- 26.png
1867,30,161|2000- 30.png
